Country,Holiday,Start Date,End Date
Jewish Holidays,Hanukkah VIII,2018-12-10,2018-12-11
Jewish Holidays,Pesach IV (Passover),2019-04-23,2019-04-24
Jewish Holidays,Pesach VI (Passover),2019-04-25,2019-04-26
Jewish Holidays,Rosh Hashana II (New Year day 2),2019-10-01,2019-10-02
Jewish Holidays,Sukkot II,2019-10-15,2019-10-16
Jewish Holidays,Rosh Hashana (New Year),2017-09-21,2017-09-22
Jewish Holidays,Sukkot II,2017-10-06,2017-10-07
Jewish Holidays,Hanukkah IV,2017-12-16,2017-12-17
Jewish Holidays,Pesach IV (Passover),2018-04-03,2018-04-04
Jewish Holidays,Pesach VII (Last day of Passover),2019-04-26,2019-04-27
Jewish Holidays,Sukkot I,2019-10-14,2019-10-15
Jewish Holidays,Sukkot III,2019-10-16,2019-10-17
Jewish Holidays,Sukkot IV,2019-10-17,2019-10-18
Jewish Holidays,Pesach III (Passover),2017-04-13,2017-04-14
Jewish Holidays,Yom HaAtzmaut (Independence Day),2017-05-02,2017-05-03
Jewish Holidays,Shavuot (Pentecost),2017-05-31,2017-06-01
Jewish Holidays,Rosh Hashana II (New Year day 2),2017-09-22,2017-09-23
Jewish Holidays,Pesach III (Passover),2018-04-02,2018-04-03
Jewish Holidays,Shavuot (Pentecost),2018-05-20,2018-05-21
Jewish Holidays,Sukkot IV,2018-09-27,2018-09-28
Jewish Holidays,Sukkot VII/Hoshanah Rabah,2018-09-30,2018-10-01
Jewish Holidays,Pesach II (Passover),2019-04-21,2019-04-22
Jewish Holidays,Pesach V (Passover),2019-04-24,2019-04-25
Jewish Holidays,Sukkot V,2019-10-18,2019-10-19
Jewish Holidays,Pesach II (Passover),2017-04-12,2017-04-13
Jewish Holidays,Pesach IV (Passover),2017-04-14,2017-04-15
Jewish Holidays,Yom Kippur,2017-09-30,2017-10-01
Jewish Holidays,Sukkot VII/Hoshanah Rabah,2017-10-11,2017-10-12
Jewish Holidays,Pesach VII (Last day of Passover),2018-04-06,2018-04-07
Jewish Holidays,Yom HaAtzmaut (Independence Day),2018-04-19,2018-04-20
Jewish Holidays,Rosh Hashana II (New Year day 2),2018-09-11,2018-09-12
Jewish Holidays,Hanukkah II,2018-12-04,2018-12-05
Jewish Holidays,Hanukkah IV,2018-12-06,2018-12-07
Jewish Holidays,Shavuot (Pentecost),2019-06-09,2019-06-10
Jewish Holidays,Rosh Hashana (New Year),2019-09-30,2019-10-01
Jewish Holidays,Sukkot VI,2019-10-19,2019-10-20
Jewish Holidays,Hanukkah IV,2019-12-26,2019-12-27
Jewish Holidays,Hanukkah VIII,2019-12-30,2019-12-31
Jewish Holidays,Pesach V (Passover),2017-04-15,2017-04-16
Jewish Holidays,Pesach VII (Last day of Passover),2017-04-17,2017-04-18
Jewish Holidays,Tisha B'Av,2017-08-01,2017-08-02
Jewish Holidays,Hanukkah VII,2017-12-19,2017-12-20
Jewish Holidays,Pesach I (First day of Passover),2018-03-31,2018-04-01
Jewish Holidays,Pesach VI (Passover),2018-04-05,2018-04-06
Jewish Holidays,Sukkot II,2018-09-25,2018-09-26
Jewish Holidays,Sukkot III,2018-09-26,2018-09-27
Jewish Holidays,Sukkot VI,2018-09-29,2018-09-30
Jewish Holidays,Hanukkah III,2018-12-05,2018-12-06
Jewish Holidays,Pesach I (First day of Passover),2019-04-20,2019-04-21
Jewish Holidays,Pesach III (Passover),2019-04-22,2019-04-23
Jewish Holidays,Yom HaAtzmaut (Independence Day),2019-05-09,2019-05-10
Jewish Holidays,Hanukkah II,2019-12-24,2019-12-25
Jewish Holidays,Hanukkah III,2019-12-25,2019-12-26
Jewish Holidays,Sukkot VI,2017-10-10,2017-10-11
Jewish Holidays,Hanukkah V,2017-12-17,2017-12-18
Jewish Holidays,Pesach V (Passover),2018-04-04,2018-04-05
Jewish Holidays,Sukkot V,2018-09-28,2018-09-29
Jewish Holidays,Hanukkah V,2018-12-07,2018-12-08
Jewish Holidays,Hanukkah VII,2018-12-09,2018-12-10
Jewish Holidays,Hanukkah V,2019-12-27,2019-12-28
Jewish Holidays,Pesach VI (Passover),2017-04-16,2017-04-17
Jewish Holidays,Sukkot III,2017-10-07,2017-10-08
Jewish Holidays,Hanukkah VIII,2017-12-20,2017-12-21
Jewish Holidays,Tisha B'Av,2018-07-22,2018-07-23
Jewish Holidays,Tisha B'Av,2019-08-11,2019-08-12
Jewish Holidays,Shmini Atzeret/Simchat Torah,2017-10-12,2017-10-13
Jewish Holidays,Hanukkah VI/Rosh Chodesh Tevet,2017-12-18,2017-12-19
Jewish Holidays,Shmini Atzeret/Simchat Torah,2018-10-01,2018-10-02
Jewish Holidays,Hanukkah VI/Rosh Chodesh Tevet,2018-12-08,2018-12-09
Jewish Holidays,Shmini Atzeret/Simchat Torah,2019-10-21,2019-10-22
Jewish Holidays,Hanukkah VI/Rosh Chodesh Tevet,2019-12-28,2019-12-29
Jewish Holidays,Yom HaZikaron (Memorial Day),2017-05-01,2017-05-02
Jewish Holidays,Hanukkah I (Holiday of lights),2017-12-13,2017-12-14
Jewish Holidays,Yom HaZikaron (Memorial Day),2018-04-18,2018-04-19
Jewish Holidays,Hanukkah I (Holiday of lights),2018-12-03,2018-12-04
Jewish Holidays,Yom HaZikaron (Memorial Day),2019-05-08,2019-05-09
Jewish Holidays,Hanukkah I (Holiday of lights),2019-12-23,2019-12-24
Jewish Holidays,Yom HaAliyah,2017-04-06,2017-04-07
Jewish Holidays,Yom HaShoah/Holocaust Memorial Day,2017-04-24,2017-04-25
Jewish Holidays,Yom HaAliyah School Observance,2017-10-27,2017-10-28
Jewish Holidays,Yom HaAliyah,2018-03-26,2018-03-27
Jewish Holidays,Yom HaShoah/Holocaust Memorial Day,2018-04-11,2018-04-12
Jewish Holidays,Yom HaAliyah School Observance,2018-10-16,2018-10-17
Jewish Holidays,Yom HaAliyah,2019-04-15,2019-04-16
Jewish Holidays,Yom HaShoah/Holocaust Memorial Day,2019-05-01,2019-05-02
Jewish Holidays,Yom HaAliyah School Observance,2019-11-05,2019-11-06
Jewish Holidays,Erev Purim,2017-03-11,2017-03-12
Jewish Holidays,Erev Shavuot,2017-05-30,2017-05-31
Jewish Holidays,Erev Tisha B'Av,2017-07-31,2017-08-01
Jewish Holidays,Erev Sukkot,2017-10-04,2017-10-05
Jewish Holidays,Erev Purim,2018-02-28,2018-03-01
Jewish Holidays,Erev Pesach,2018-03-30,2018-03-31
Jewish Holidays,Erev Shavuot,2018-05-19,2018-05-20
Jewish Holidays,Erev Sukkot,2018-09-23,2018-09-24
Jewish Holidays,Erev Pesach,2019-04-19,2019-04-20
Jewish Holidays,Erev Shavuot,2019-06-08,2019-06-09
Jewish Holidays,Erev Rosh Hashana,2019-09-29,2019-09-30
Jewish Holidays,Erev Yom Kippur,2019-10-08,2019-10-09
Jewish Holidays,Erev Pesach,2017-04-10,2017-04-11
Jewish Holidays,Erev Rosh Hashana,2017-09-20,2017-09-21
Jewish Holidays,Erev Yom Kippur,2017-09-29,2017-09-30
Jewish Holidays,Erev Rosh Hashana,2018-09-09,2018-09-10
Jewish Holidays,Erev Yom Kippur,2018-09-18,2018-09-19
Jewish Holidays,Erev Purim,2019-03-20,2019-03-21
Jewish Holidays,Erev Sukkot,2019-10-13,2019-10-14
Jewish Holidays,Erev Tisha B'Av,2018-07-21,2018-07-22
Jewish Holidays,Erev Tisha B'Av,2019-08-10,2019-08-11
Malaysian Holidays,Malaysia's National Day,2017-08-31,2017-09-01
Malaysian Holidays,Second day of Chinese Lunar New Year,2018-02-17,2018-02-18
Malaysian Holidays,Hari Raya Haji,2018-08-22,2018-08-23
Malaysian Holidays,The Prophet Muhammad's Birthday,2018-11-21,2018-11-22
Malaysian Holidays,New Year's Eve,2018-12-31,2019-01-01
Malaysian Holidays,Easter Sunday,2019-04-21,2019-04-22
Malaysian Holidays,Labour Day,2019-05-01,2019-05-02
Malaysian Holidays,Hari Raya Puasa Day 1,2019-06-05,2019-06-06
Malaysian Holidays,Malaysia Day,2019-09-16,2019-09-17
Malaysian Holidays,Easter Sunday,2017-04-16,2017-04-17
Malaysian Holidays,Isra and Mi'raj,2017-04-24,2017-04-25
Malaysian Holidays,The Prophet Muhammad's Birthday,2017-12-01,2017-12-02
Malaysian Holidays,Christmas Day,2017-12-25,2017-12-26
Malaysian Holidays,New Year's Eve,2017-12-31,2018-01-01
Malaysian Holidays,Easter Sunday,2018-04-01,2018-04-02
Malaysian Holidays,Isra and Mi'raj,2018-04-13,2018-04-14
Malaysian Holidays,Good Friday,2019-04-19,2019-04-20
Malaysian Holidays,Hari Raya Puasa Day 2,2019-06-06,2019-06-07
Malaysian Holidays,Christmas Eve,2019-12-24,2019-12-25
Malaysian Holidays,New Year's Day,2017-01-01,2017-01-02
Malaysian Holidays,Federal Territory Day,2017-02-01,2017-02-02
Malaysian Holidays,Christmas Eve,2017-12-24,2017-12-25
Malaysian Holidays,Good Friday,2018-03-30,2018-03-31
Malaysian Holidays,Hari Raya Puasa Day 1,2018-06-15,2018-06-16
Malaysian Holidays,Hari Raya Puasa Day 2,2018-06-16,2018-06-17
Malaysian Holidays,Malaysia Day,2018-09-16,2018-09-17
Malaysian Holidays,Federal Territory Day,2019-02-01,2019-02-02
Malaysian Holidays,Hari Raya Haji,2019-08-12,2019-08-13
Malaysian Holidays,Chinese Lunar New Year's Day,2017-01-28,2017-01-29
Malaysian Holidays,Good Friday,2017-04-14,2017-04-15
Malaysian Holidays,Malaysia Day,2017-09-16,2017-09-17
Malaysian Holidays,Federal Territory Day,2018-02-01,2018-02-02
Malaysian Holidays,Isra and Mi'raj,2019-04-03,2019-04-04
Malaysian Holidays,The Prophet Muhammad's Birthday,2019-11-10,2019-11-11
Malaysian Holidays,New Year's Day observed,2017-01-02,2017-01-03
Malaysian Holidays,Second day of Chinese Lunar New Year,2017-01-29,2017-01-30
Malaysian Holidays,Labour Day,2017-05-01,2017-05-02
Malaysian Holidays,New Year's Day,2018-01-01,2018-01-02
Malaysian Holidays,Chinese Lunar New Year's Day,2018-02-16,2018-02-17
Malaysian Holidays,Labour Day,2018-05-01,2018-05-02
Malaysian Holidays,Malaysia's National Day,2018-08-31,2018-09-01
Malaysian Holidays,Christmas Eve,2018-12-24,2018-12-25
Malaysian Holidays,Christmas Day,2018-12-25,2018-12-26
Malaysian Holidays,New Year's Day,2019-01-01,2019-01-02
Malaysian Holidays,Chinese Lunar New Year's Day,2019-02-05,2019-02-06
Malaysian Holidays,Second day of Chinese Lunar New Year,2019-02-06,2019-02-07
Malaysian Holidays,Malaysia's National Day,2019-08-31,2019-09-01
Malaysian Holidays,Christmas Day,2019-12-25,2019-12-26
Malaysian Holidays,New Year's Eve,2019-12-31,2020-01-01
Malaysian Holidays,Muharram/New Year,2018-09-12,2018-09-13
Malaysian Holidays,Muharram/New Year,2019-09-01,2019-09-02
Malaysian Holidays,Diwali/Deepavali,2018-11-07,2018-11-08
Malaysian Holidays,Diwali/Deepavali,2019-10-27,2019-10-28
Malaysian Holidays,Ramadan begins,2017-05-27,2017-05-28
Malaysian Holidays,Harvest Festival,2017-05-30,2017-05-31
Malaysian Holidays,Harvest Festival Day 2,2017-05-31,2017-06-01
Malaysian Holidays,Ramadan begins,2018-05-16,2018-05-17
Malaysian Holidays,Harvest Festival,2018-05-30,2018-05-31
Malaysian Holidays,Harvest Festival Day 2,2018-05-31,2018-06-01
Malaysian Holidays,Ramadan begins,2019-05-06,2019-05-07
Malaysian Holidays,Harvest Festival,2019-05-30,2019-05-31
Malaysian Holidays,Harvest Festival Day 2,2019-05-31,2019-06-01
Malaysian Holidays,Georgetown World Heritage City Day,2017-07-07,2017-07-08
Malaysian Holidays,Penang Governor's Birthday,2017-07-08,2017-07-09
Malaysian Holidays,Georgetown World Heritage City Day,2018-07-07,2018-07-08
Malaysian Holidays,Penang Governor's Birthday,2018-07-14,2018-07-15
Malaysian Holidays,Georgetown World Heritage City Day,2019-07-07,2019-07-08
Malaysian Holidays,Penang Governor's Birthday,2019-07-13,2019-07-14
Malaysian Holidays,Thaipusam,2018-01-31,2018-02-01
Malaysian Holidays,Thaipusam,2017-02-09,2017-02-10
Malaysian Holidays,Hari Raya Puasa Day 1,2017-06-25,2017-06-26
Malaysian Holidays,Hari Raya Puasa Day 2,2017-06-26,2017-06-27
Malaysian Holidays,Diwali/Deepavali,2017-10-18,2017-10-19
Malaysian Holidays,Second day of Chinese Lunar New Year,2017-01-30,2017-01-31
Malaysian Holidays,Valentine's Day,2017-02-14,2017-02-15
Malaysian Holidays,Muharram/New Year,2017-09-22,2017-09-23
Malaysian Holidays,Valentine's Day,2018-02-14,2018-02-15
Malaysian Holidays,Valentine's Day,2019-02-14,2019-02-15
Malaysian Holidays,Wesak Day,2017-05-10,2017-05-11
Malaysian Holidays,The Yang di-Pertuan Agong's Birthday,2019-07-27,2019-07-28
Malaysian Holidays,Official Installation Ceremony of His Majesty the 15th Yang Di Pertuan Agong,2017-04-25,2017-04-26
Malaysian Holidays,The Yang di-Pertuan Agong's Birthday,2017-09-09,2017-09-10
Malaysian Holidays,Hari Raya Haji,2017-09-01,2017-09-02
Malaysian Holidays,Wesak Day,2018-05-29,2018-05-30
Malaysian Holidays,The Yang di-Pertuan Agong's Birthday,2018-09-08,2018-09-09
Mexican Holidays,New Year's Day,2017-01-01,2017-01-02
Mexican Holidays,Benito Juárez's Birthday Memorial,2018-03-21,2018-03-22
Mexican Holidays,Palm Sunday,2018-03-25,2018-03-26
Mexican Holidays,Day off for Revolution Day Memorial,2018-11-19,2018-11-20
Mexican Holidays,Revolution Day Memorial,2018-11-20,2018-11-21
Mexican Holidays,Day off for Constitution Day,2019-02-04,2019-02-05
Mexican Holidays,Constitution Day,2019-02-05,2019-02-06
Mexican Holidays,Ash Wednesday,2019-03-06,2019-03-07
Mexican Holidays,Palm Sunday,2019-04-14,2019-04-15
Mexican Holidays,Holy Saturday,2019-04-20,2019-04-21
Mexican Holidays,Ash Wednesday,2017-03-01,2017-03-02
Mexican Holidays,Day off for Benito Juárez's Birthday Memorial,2017-03-20,2017-03-21
Mexican Holidays,Holy Saturday,2017-04-15,2017-04-16
Mexican Holidays,Labor Day / May Day,2017-05-01,2017-05-02
Mexican Holidays,Christmas Day,2017-12-25,2017-12-26
Mexican Holidays,New Year's Eve,2017-12-31,2018-01-01
Mexican Holidays,Day off for Benito Juárez's Birthday Memorial,2018-03-19,2018-03-20
Mexican Holidays,Holy Saturday,2018-03-31,2018-04-01
Mexican Holidays,Labor Day / May Day,2018-05-01,2018-05-02
Mexican Holidays,Independence Day,2018-09-16,2018-09-17
Mexican Holidays,Easter Day,2019-04-21,2019-04-22
Mexican Holidays,Revolution Day Memorial,2019-11-20,2019-11-21
Mexican Holidays,Day off for Constitution Day,2017-02-06,2017-02-07
Mexican Holidays,Benito Juárez's Birthday Memorial,2017-03-21,2017-03-22
Mexican Holidays,Independence Day,2017-09-16,2017-09-17
Mexican Holidays,Ash Wednesday,2018-02-14,2018-02-15
Mexican Holidays,Easter Day,2018-04-01,2018-04-02
Mexican Holidays,Columbus Day,2018-10-12,2018-10-13
Mexican Holidays,Christmas Day,2018-12-25,2018-12-26
Mexican Holidays,New Year's Eve,2018-12-31,2019-01-01
Mexican Holidays,Benito Juárez's Birthday Memorial,2019-03-21,2019-03-22
Mexican Holidays,Labor Day / May Day,2019-05-01,2019-05-02
Mexican Holidays,All Souls' Day,2019-11-02,2019-11-03
Mexican Holidays,Day off for Revolution Day Memorial,2019-11-18,2019-11-19
Mexican Holidays,Christmas Day,2019-12-25,2019-12-26
Mexican Holidays,New Year's Eve,2019-12-31,2020-01-01
Mexican Holidays,Constitution Day,2017-02-05,2017-02-06
Mexican Holidays,Palm Sunday,2017-04-09,2017-04-10
Mexican Holidays,All Souls' Day,2017-11-02,2017-11-03
Mexican Holidays,Revolution Day Memorial,2017-11-20,2017-11-21
Mexican Holidays,New Year's Day,2018-01-01,2018-01-02
Mexican Holidays,All Souls' Day,2018-11-02,2018-11-03
Mexican Holidays,Inauguration day,2018-12-01,2018-12-02
Mexican Holidays,New Year's Day,2019-01-01,2019-01-02
Mexican Holidays,Independence Day,2019-09-16,2019-09-17
Mexican Holidays,Columbus Day,2019-10-12,2019-10-13
Mexican Holidays,Easter Day,2017-04-16,2017-04-17
Mexican Holidays,Columbus Day,2017-10-12,2017-10-13
Mexican Holidays,Constitution Day,2018-02-05,2018-02-06
Mexican Holidays,Mexican general election,2018-07-01,2018-07-02
Mexican Holidays,Day off for Benito Juárez's Birthday Memorial,2019-03-18,2019-03-19
Mexican Holidays,Battle of Puebla,2017-05-05,2017-05-06
Mexican Holidays,Battle of Puebla,2018-05-05,2018-05-06
Mexican Holidays,Battle of Puebla,2019-05-05,2019-05-06
New Zealand Holidays,New Year's Day,2017-01-01,2017-01-02
New Zealand Holidays,New Year's Day Observed,2017-01-02,2017-01-03
New Zealand Holidays,Good Friday,2017-04-14,2017-04-15
New Zealand Holidays,Easter Monday,2017-04-17,2017-04-18
New Zealand Holidays,Boxing Day,2017-12-26,2017-12-27
New Zealand Holidays,New Year's Day,2019-01-01,2019-01-02
New Zealand Holidays,Queen's Birthday,2019-06-03,2019-06-04
New Zealand Holidays,Christmas Day,2019-12-25,2019-12-26
New Zealand Holidays,Waitangi Day,2017-02-06,2017-02-07
New Zealand Holidays,Christmas Day,2017-12-25,2017-12-26
New Zealand Holidays,New Year's Day,2018-01-01,2018-01-02
New Zealand Holidays,Waitangi Day,2018-02-06,2018-02-07
New Zealand Holidays,Good Friday,2018-03-30,2018-03-31
New Zealand Holidays,Queen's Birthday,2018-06-04,2018-06-05
New Zealand Holidays,Christmas Day,2018-12-25,2018-12-26
New Zealand Holidays,Boxing Day,2018-12-26,2018-12-27
New Zealand Holidays,Waitangi Day,2019-02-06,2019-02-07
New Zealand Holidays,Good Friday,2019-04-19,2019-04-20
New Zealand Holidays,Easter Monday,2019-04-22,2019-04-23
New Zealand Holidays,Labour Day,2019-10-28,2019-10-29
New Zealand Holidays,Queen's Birthday,2017-06-05,2017-06-06
New Zealand Holidays,Labour Day,2017-10-23,2017-10-24
New Zealand Holidays,Easter Monday,2018-04-02,2018-04-03
New Zealand Holidays,Labour Day,2018-10-22,2018-10-23
New Zealand Holidays,Boxing Day,2019-12-26,2019-12-27
New Zealand Holidays,Valentine's Day,2017-02-14,2017-02-15
New Zealand Holidays,Easter Day,2017-04-16,2017-04-17
New Zealand Holidays,Father's Day,2017-09-03,2017-09-04
New Zealand Holidays,Christmas Eve,2017-12-24,2017-12-25
New Zealand Holidays,New Year's Eve,2017-12-31,2018-01-01
New Zealand Holidays,Holy Saturday,2018-03-31,2018-04-01
New Zealand Holidays,Father's Day,2018-09-02,2018-09-03
New Zealand Holidays,New Year's Eve,2018-12-31,2019-01-01
New Zealand Holidays,Valentine's Day,2019-02-14,2019-02-15
New Zealand Holidays,Holy Saturday,2019-04-20,2019-04-21
New Zealand Holidays,Father's Day,2019-09-01,2019-09-02
New Zealand Holidays,Christmas Eve,2019-12-24,2019-12-25
New Zealand Holidays,New Year's Eve,2019-12-31,2020-01-01
New Zealand Holidays,Holy Saturday,2017-04-15,2017-04-16
New Zealand Holidays,Valentine's Day,2018-02-14,2018-02-15
New Zealand Holidays,Easter Day,2018-04-01,2018-04-02
New Zealand Holidays,Christmas Eve,2018-12-24,2018-12-25
New Zealand Holidays,Easter Day,2019-04-21,2019-04-22
New Zealand Holidays,Mother's Day,2017-05-14,2017-05-15
New Zealand Holidays,Mother's Day,2018-05-13,2018-05-14
New Zealand Holidays,Mother's Day,2019-05-12,2019-05-13
New Zealand Holidays,ANZAC Day,2017-04-25,2017-04-26
New Zealand Holidays,ANZAC Day,2018-04-25,2018-04-26
New Zealand Holidays,ANZAC Day,2019-04-25,2019-04-26
New Zealand Holidays,April Fools,2017-04-01,2017-04-02
New Zealand Holidays,April Fools,2018-04-01,2018-04-02
New Zealand Holidays,April Fools,2019-04-01,2019-04-02
New Zealand Holidays,Day after New Year's Day,2017-01-03,2017-01-04
New Zealand Holidays,Day after New Year's Day,2018-01-02,2018-01-03
New Zealand Holidays,Day after New Year's Day,2019-01-02,2019-01-03
New Zealand Holidays,Guy Fawkes Night,2017-11-05,2017-11-06
New Zealand Holidays,Guy Fawkes Night,2018-11-05,2018-11-06
New Zealand Holidays,Guy Fawkes Night,2019-11-05,2019-11-06
Norwegian Holidays,The Saami people's day,2017-02-06,2017-02-07
Norwegian Holidays,Easter Day,2017-04-16,2017-04-17
Norwegian Holidays,Day of liberation,2017-05-08,2017-05-09
Norwegian Holidays,Queen Sonja's day,2017-07-04,2017-07-05
Norwegian Holidays,Whit Sunday,2018-05-20,2018-05-21
Norwegian Holidays,Whit Monday,2018-05-21,2018-05-22
Norwegian Holidays,Christmas Eve,2018-12-24,2018-12-25
Norwegian Holidays,Christmas Day,2018-12-25,2018-12-26
Norwegian Holidays,Boxing Day,2018-12-26,2018-12-27
Norwegian Holidays,New Year's Day,2019-01-01,2019-01-02
Norwegian Holidays,Palm Sunday,2019-04-14,2019-04-15
Norwegian Holidays,Maundy Thursday,2019-04-18,2019-04-19
Norwegian Holidays,17 May Constitution Day (1814),2019-05-17,2019-05-18
Norwegian Holidays,Ascension Day,2019-05-30,2019-05-31
Norwegian Holidays,Dissolution of union with Sweden (1905),2019-06-07,2019-06-08
Norwegian Holidays,Boxing Day,2019-12-26,2019-12-27
Norwegian Holidays,Good Friday,2017-04-14,2017-04-15
Norwegian Holidays,17 May Constitution Day (1814),2017-05-17,2017-05-18
Norwegian Holidays,Whit Monday,2017-06-05,2017-06-06
Norwegian Holidays,The Saami people's day,2018-02-06,2018-02-07
Norwegian Holidays,Carnival,2018-02-11,2018-02-12
Norwegian Holidays,Ascension Day,2018-05-10,2018-05-11
Norwegian Holidays,Dissolution of union with Sweden (1905),2018-06-07,2018-06-08
Norwegian Holidays,Princess Ingrid Alexandra's day,2019-01-21,2019-01-22
Norwegian Holidays,Princess Ingrid Alexandra's day,2017-01-21,2017-01-22
Norwegian Holidays,Carnival,2017-02-26,2017-02-27
Norwegian Holidays,St. Olaf's day,2017-07-29,2017-07-30
Norwegian Holidays,Election day,2017-09-11,2017-09-12
Norwegian Holidays,Christmas Day,2017-12-25,2017-12-26
Norwegian Holidays,New Year's Eve,2017-12-31,2018-01-01
Norwegian Holidays,Palm Sunday,2018-03-25,2018-03-26
Norwegian Holidays,Queen Sonja's day,2018-07-04,2018-07-05
Norwegian Holidays,New Year's Eve,2018-12-31,2019-01-01
Norwegian Holidays,Day of liberation,2019-05-08,2019-05-09
Norwegian Holidays,Crown Princess Mette Marit's day,2019-08-19,2019-08-20
Norwegian Holidays,Christmas Eve,2019-12-24,2019-12-25
Norwegian Holidays,New Year's Eve,2019-12-31,2020-01-01
Norwegian Holidays,New Year's Day,2017-01-01,2017-01-02
Norwegian Holidays,Ascension Day,2017-05-25,2017-05-26
Norwegian Holidays,Dissolution of union with Sweden (1905),2017-06-07,2017-06-08
Norwegian Holidays,Christmas Eve,2017-12-24,2017-12-25
Norwegian Holidays,Princess Ingrid Alexandra's day,2018-01-21,2018-01-22
Norwegian Holidays,Good Friday,2018-03-30,2018-03-31
Norwegian Holidays,The Saami people's day,2019-02-06,2019-02-07
Norwegian Holidays,Maundy Thursday,2017-04-13,2017-04-14
Norwegian Holidays,Whit Sunday,2017-06-04,2017-06-05
Norwegian Holidays,Boxing Day,2017-12-26,2017-12-27
Norwegian Holidays,New Year's Day,2018-01-01,2018-01-02
Norwegian Holidays,Easter Day,2018-04-01,2018-04-02
Norwegian Holidays,Day of liberation,2018-05-08,2018-05-09
Norwegian Holidays,17 May Constitution Day (1814),2018-05-17,2018-05-18
Norwegian Holidays,Crown Princess Mette Marit's day,2018-08-19,2018-08-20
Norwegian Holidays,Carnival,2019-03-03,2019-03-04
Norwegian Holidays,Good Friday,2019-04-19,2019-04-20
Norwegian Holidays,Whit Sunday,2019-06-09,2019-06-10
Norwegian Holidays,St. Olaf's day,2019-07-29,2019-07-30
Norwegian Holidays,Palm Sunday,2017-04-09,2017-04-10
Norwegian Holidays,Crown Princess Mette Marit's day,2017-08-19,2017-08-20
Norwegian Holidays,Maundy Thursday,2018-03-29,2018-03-30
Norwegian Holidays,St. Olaf's day,2018-07-29,2018-07-30
Norwegian Holidays,Easter Day,2019-04-21,2019-04-22
Norwegian Holidays,Whit Monday,2019-06-10,2019-06-11
Norwegian Holidays,Queen Sonja's day,2019-07-04,2019-07-05
Norwegian Holidays,Christmas Day,2019-12-25,2019-12-26
Norwegian Holidays,King Harald V's day,2017-02-21,2017-02-22
Norwegian Holidays,Crown Prince Haakon's day,2017-07-20,2017-07-21
Norwegian Holidays,King Harald V's day,2018-02-21,2018-02-22
Norwegian Holidays,Crown Prince Haakon's day,2018-07-20,2018-07-21
Norwegian Holidays,King Harald V's day,2019-02-21,2019-02-22
Norwegian Holidays,Crown Prince Haakon's day,2019-07-20,2019-07-21
Norwegian Holidays,Daylight Saving Time starts,2017-03-26,2017-03-27
Norwegian Holidays,Daylight Saving Time ends,2017-10-29,2017-10-30
Norwegian Holidays,Daylight Saving Time starts,2018-03-25,2018-03-26
Norwegian Holidays,Daylight Saving Time ends,2018-10-28,2018-10-29
Norwegian Holidays,Daylight Saving Time starts,2019-03-31,2019-04-01
Norwegian Holidays,Daylight Saving Time ends,2019-10-27,2019-10-28
Norwegian Holidays,Holy Saturday,2017-04-15,2017-04-16
Norwegian Holidays,Labor day,2017-05-01,2017-05-02
Norwegian Holidays,Holy Saturday,2018-03-31,2018-04-01
Norwegian Holidays,Labor day,2018-05-01,2018-05-02
Norwegian Holidays,Holy Saturday,2019-04-20,2019-04-21
Norwegian Holidays,Labor day,2019-05-01,2019-05-02
Norwegian Holidays,First Sunday Advent,2017-12-03,2017-12-04
Norwegian Holidays,Second Sunday Advent,2017-12-10,2017-12-11
Norwegian Holidays,Third Sunday Advent,2017-12-17,2017-12-18
Norwegian Holidays,Fourth Sunday Advent,2017-12-24,2017-12-25
Norwegian Holidays,First Sunday Advent,2018-12-02,2018-12-03
Norwegian Holidays,Second Sunday Advent,2018-12-09,2018-12-10
Norwegian Holidays,Third Sunday Advent,2018-12-16,2018-12-17
Norwegian Holidays,Fourth Sunday Advent,2018-12-23,2018-12-24
Norwegian Holidays,First Sunday Advent,2019-12-01,2019-12-02
Norwegian Holidays,Second Sunday Advent,2019-12-08,2019-12-09
Norwegian Holidays,Third Sunday Advent,2019-12-15,2019-12-16
Norwegian Holidays,Fourth Sunday Advent,2019-12-22,2019-12-23
Norwegian Holidays,Pentecost Eve,2017-06-03,2017-06-04
Norwegian Holidays,Pentecost Eve,2018-05-19,2018-05-20
Norwegian Holidays,Pentecost Eve,2019-06-08,2019-06-09
Norwegian Holidays,Easter Monday,2017-04-17,2017-04-18
Norwegian Holidays,Easter Monday,2018-04-02,2018-04-03
Norwegian Holidays,Easter Monday,2019-04-22,2019-04-23
Philippines Holidays,Chinese Lunar New Year's Day,2017-01-28,2017-01-29
Philippines Holidays,Labor Day,2017-05-01,2017-05-02
Philippines Holidays,Independence Day,2017-06-12,2017-06-13
Philippines Holidays,Ninoy Aquino Day,2017-08-21,2017-08-22
Philippines Holidays,People Power Anniversary,2018-02-25,2018-02-26
Philippines Holidays,Good Friday,2018-03-30,2018-03-31
Philippines Holidays,Easter Sunday,2018-04-01,2018-04-02
Philippines Holidays,The Day of Valor,2018-04-09,2018-04-10
Philippines Holidays,Christmas Day,2018-12-25,2018-12-26
Philippines Holidays,Good Friday,2019-04-19,2019-04-20
Philippines Holidays,Ninoy Aquino Day,2019-08-21,2019-08-22
Philippines Holidays,Christmas Day,2019-12-25,2019-12-26
Philippines Holidays,New Year's Eve,2019-12-31,2020-01-01
